Ticker,Name,GICS Sector,GICS Subsector,Headquarters
NUE,Nucor,Materials,Steel,"Charlotte, North Carolina"
NVDA,Nvidia,Information Technology,Semiconductors,"Santa Clara, California"
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,"Reston, Virginia"
NXPI,NXP Semiconductors,Information Technology,Semiconductors,"Eindhoven, Netherlands"
ORLY,"O'Reilly Auto Parts",Consumer Discretionary,Automotive Retail,"Springfield, Missouri"
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,"Thomasville, North Carolina"
OMC,Omnicom Group,Communication Services,Advertising,"New York City, New York"
ON,ON Semiconductor,Information Technology,Semiconductors,"Phoenix, Arizona"
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma"
ORCL,Oracle Corporation,Information Technology,Application Software,"Austin, Texas"
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,"Farmington, Connecticut"
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington"
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois"
PANW,Palo Alto Networks,Information Technology,Systems Software,"Santa Clara, California"
PARA,Paramount Global,Communication Services,Movies & Entertainment,"New York City, New York"
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,"Cleveland, Ohio"
PAYX,Paychex,Industrials,Human Resource & Employment Services,"Penfield, New York"
PAYC,Paycom,Industrials,Human Resource & Employment Services,"Oklahoma City, Oklahoma"
PYPL,PayPal,Financials,Transaction & Payment Processing Services,"San Jose, California"
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom"
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York"
PFE,Pfizer,Health Care,Pharmaceuticals,"New York City, New York"
PCG,PG&E Corporation,Utilities,Multi-Utilities,"San Francisco, California"
PM,Philip Morris International,Consumer Staples,Tobacco,"New York City, New York"
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas"
PNW,Pinnacle West,Utilities,Multi-Utilities,"Phoenix, Arizona"
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas"
PNC,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania"
POOL,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana"
PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania"
PPL,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania"
PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa"
PG,Procter & Gamble,Consumer Staples,Personal Care Products,"Cincinnati, Ohio"
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio"
PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California"
PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey"
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,"Newark, New Jersey"
PTC,PTC,Information Technology,Application Software,"Boston, Massachusetts"
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California"
PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia"
QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina"
PWR,Quanta Services,Industrials,Construction & Engineering,"Houston, Texas"
QCOM,Qualcomm,Information Technology,Semiconductors,"San Diego, California"
DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey"
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
RJF,Raymond James,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida"
RTX,RTX Corporation,Industrials,Aerospace & Defense,"Waltham, Massachusetts"
O,Realty Income,Real Estate,Retail REITs,"San Diego, California"
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida"
REGN,Regeneron,Health Care,Biotechnology,"Tarrytown, New York"
RF,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama"
RSG,Republic Services,Industrials,Environmental & Facilities Services,"Phoenix, Arizona"
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California"
RVTY,Revvity (Previously PerkinElmer),Health Care,Health Care Equipment,"Waltham, Massachusetts"
RHI,Robert Half,Industrials,Human Resource & Employment Services,"Menlo Park, California"
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin"
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia"
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida"
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California"
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida"
SPGI,S&P Global,Financials,Financial Exchanges & Data,"New York City, New York"
CRM,Salesforce,Information Technology,Application Software,"San Francisco, California"
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,"Boca Raton, Florida"
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland"
SRE,Sempra Energy,Utilities,Multi-Utilities,"San Diego, California"
NOW,ServiceNow,Information Technology,Systems Software,"Santa Clara, California"
SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio"
SPG,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana"
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Irvine, California"
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio"
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin"
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia"
LUV,Southwest Airlines,Industrials,Passenger Airlines,"Dallas, Texas"
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut"
SBUX,Starbucks,Consumer Discretionary,Restaurants,"Seattle, Washington"
STT,State Street Corporation,Financials,Asset Management & Custody Banks,"Boston, Massachusetts"
STLD,Steel Dynamics,Materials,Steel,"Fort Wayne, Indiana"
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland"
SYK,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan"
SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut"
SNPS,Synopsys,Information Technology,Application Software,"Sunnyvale, California"
SYY,Sysco,Consumer Staples,Food Distributors,"Houston, Texas"
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington"
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,"Baltimore, Maryland"
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York"
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,"Houston, Texas"
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota"
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland"
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California"
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania"
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts"
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas"
TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas"
TXT,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island"
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts"
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts"
TSCO,Tractor Supply,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee"
TT,Trane Technologies,Industrials,Building Products,"Dublin, Ireland"
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio"
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,"New York City, New York"
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado"
TFC,Truist,Financials,Regional Banks,"Charlotte, North Carolina"
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas"
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas"
USB,U.S. Bank,Financials,Diversified Banks,"Minneapolis, Minnesota"
UBER,Uber,Industrials,Passenger Ground Transportation,"San Francisco, California"
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado"
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois"
UNP,Union Pacific Corporation,Industrials,Rail Transportation,"Omaha, Nebraska"
UAL,United Airlines Holdings,Industrials,Passenger Airlines,"Chicago, Illinois"
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia"
URI,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut"
UNH,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota"
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania"
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas"
VTR,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois"
VLTO,Veralto,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts"
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia"
VRSK,Verisk,Industrials,Research & Consulting Services,"Jersey City, New Jersey"
VZ,Verizon,Communication Services,Integrated Telecommunication Services,"New York City, New York"
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,"Cambridge, Massachusetts"
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado"
VTRS,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania"
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York"
V,Visa Inc.,Financials,Transaction & Payment Processing Services,"San Francisco, California"
VMC,Vulcan Materials Company,Materials,Construction Materials,"Birmingham, Alabama"
WRB,Berkley,Financials,Property & Casualty Insurance,"Greenwich, Connecticut"
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania"
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois"
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas"
DIS,Walt Disney,Communication Services,Movies & Entertainment,"Burbank, California"
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,"New York City, New York"
WM,Waste Management,Industrials,Environmental & Facilities Services,"Houston, Texas"
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts"
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin"
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California"
WELL,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio"
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania"
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California"
WRK,WestRock,Materials,Paper & Plastic Packaging Products & Materials,"Atlanta, Georgia"
WY,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington"
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan"
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma"
WTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom"
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois"
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada"
XEL,Xcel Energy,Utilities,Multi-Utilities,"Minneapolis, Minnesota"
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York"
YUM,Yum! Brands,Consumer Discretionary,Restaurants,"Louisville, Kentucky"
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois"
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana"
ZION,Zions Bancorporation,Financials,Regional Banks,"Salt Lake City, Utah"
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey"
AAON,"AAON, Inc.",Industrials,Building Products,"Tulsa, Oklahoma"
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina"
AAT,American Assets Trust,Real Estate,Diversified REITs,"San Diego, California"
ABCB,Ameris Bancorp,Financials,Regional Banks,"Atlanta, Georgia"
ABG,Asbury Automotive Group,Consumer Discretionary,Automotive Retail,"Duluth, Georgia"
ABM,"ABM Industries, Inc.",Industrials,Environmental & Facilities Services,"New York City, New York"
ABR,Arbor Realty Trust,Financials,Mortgage REITs,"Uniondale, New York"
ACA,"Arcosa, Inc.",Industrials,Industrial Machinery,"Dallas, Texas"
ACIW,ACI Worldwide,Information Technology,Application Software,"Miami, Florida"
ACLS,"Axcelis Technologies, Inc.",Information Technology,Semiconductor Equipment,"Beverly, Massachusetts"
ADEA,"Adeia, Inc.",Information Technology,IT Consulting & Other Services,"San Jose, California"
ADTN,"Adtran, Inc.",Information Technology,Communications Equipment,"Huntsville, Alabama"
ADUS,Addus HomeCare Corp.,Health Care,Health Care Services,"Frisco, Texas"
AEIS,Advanced Energy,Information Technology,Semiconductor Equipment,"Denver, Colorado"
AEL,American Equity Investment Life Holding Co.,Financials,Life & Health Insurance,"Des Moines, Iowa"
AEO,American Eagle Outfitters,Consumer Discretionary,Apparel Retail,"Pittsburgh, Pennsylvania"
AGO,Assured Guaranty Ltd.,Financials,Property & Casualty Insurance,"Hamilton, Bermuda"
AGTI,"Agiliti, Inc.",Health Care,Health Care Services,"Eden Prairie, Minnesota"
AGYS,"Agilysys, Inc.",Information Technology,Application Software,"Alpharetta, Georgia"
AHCO,AdaptHealth Corp.,Health Care,Health Care Equipment,"Plymouth Meeting, Pennsylvania"
AHH,"Armada Hoffler Properties, Inc.",Real Estate,Diversified REITs,"Virginia Beach, Virginia"
AIN,Albany International Corp.,Industrials,Industrial Machinery,"Rochester, New Hampshire"
AIR,AAR CORP.,Industrials,Aerospace & Defense,"Wood Dale, Illinois"
AIT,Applied Industrial Technologies,Industrials,Trading Companies & Distributors,"Cleveland, Ohio"
AKR,Acadia Realty Trust,Real Estate,Retail REITs,"Rye, New York"
ALEX,Alexander & Baldwin,Real Estate,Diversified REITs,"Honolulu, Hawaii"
ALG,Alamo Group,Industrials,Construction Machinery & Heavy Trucks,"Seguin, Texas"
ALGT,Allegiant Travel Company,Industrials,Airlines,"Summerlin, Nevada"
ALK,Alaska Air Group,Industrials,Passenger Airlines,"SeaTac, Washington"
ALKS,Alkermes plc,Health Care,Pharmaceuticals,"Dublin, Ireland"
ALRM,"Alarm.Com, Inc.",Financials,Application Software,"Tysons, Virginia"
AMBC,Ambac Financial Group,Financials,Property & Casualty Insurance,"New York City, New York"
AMCX,AMC Networks,Consumer Discretionary,Broadcasting,"New York City, New York"
AMEH,"Apollo Medical Holdings, Inc.",Health Care,Health Care Facilities,"Alhambra, California"
AMN,"Amn Healthcare Services, Inc.",Health Care,Health Care Services,"Dallas, Texas"
AMPH,"Amphstar Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,"Rancho Cucamonga, California"
AMR,"Alpha Metallurgical Resources, Inc.",Materials,Steel,"Bristol, Tennessee"
AMSF,"Amerisafe, Inc.",Financials,Property & Casualty Insurance,"DeRidder, Louisiana"
AMWD,American Woodmark Corp.,Industrials,Building Products,"Winchester, Virginia"
ANDE,"The Andersons, Inc.",Consumer Staples,Food Distributors,"Maumee, Ohio"
ANF,Abercrombie & Fitch Company,Consumer Discretionary,Apparel Retail,"New Albany, Ohio"
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,"Baudette, Minnesota"
AORT,Artivion,Health Care,Health Care Equipment,"Kennesaw, Georgia"
AOSL,"Alpha and Omega Semiconductor, Ltd.",Information Technology,Semiconductors,"Sunnyvale, California"
APAM,"Artisan Partners Asset Management, Inc.",Financials,Asset Management & Custody Banks,"Milwaukee, Wisconsin"
APLE,"Apple Hospitality REIT, Inc.",Real Estate,Hotel & Resort REITs,"Richmond, Virginia"
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products,"Minneapolis, Minnesota"
APPS,Digital Turbine,Information Technology,Application Software,"Austin, Texas"
ARCB,ArcBest Corp.,Industrials,Cargo Ground Transportation,"Fort Smith, Arkansas"
ARI,Apollo Commercial Real Estate Finance,Real Estate,Mortgage REITs,"New York City, New York"
ARLO,Arlo Technologies,Information Technology,Communications Equipment,"San Jose, California"
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,"Houston, Texas"
ARR,Armour Residential REIT,Real Estate,Mortgage REITs,"Vero Beach, Florida"
ASIX,"Advansix, Inc.",Materials,Commodity Chemicals,"Parsippany–Troy Hills, New Jersey"
ASO,Academy Sports + Outdoors,Consumer Discretionary,Specialty Stores,"Harris County, Texas"
ASTE,"Astec Industries, Inc.",Industrials,Construction Machinery & Heavy Trucks,"Chattanooga, Tennessee"
ATEN,"A10 Networks, Inc.",Information Technology,Systems Software,"San Jose, California"
ATGE,Adtalem Global Education,Consumer Discretionary,Education Services,"Chicago, Illinois"
ATI,ATI Inc.,Materials,Steel,"Dallas, Texas"
ATNI,"ATN International, Inc.",Communication Services,Integrated Telecommunication Services,"Beverly, Massachusetts"
AUB,"Atlantic Union Bankshares, Corp.",Financials,Regional Banks,"Richmond, Virginia"
AVA,Avista Corporation,Utilities,Multi-Utilities,"Spokane, Washington"
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,"Arlington County, Virginia"
AVNS,"Avanos Medical, Inc.",Health Care,Health Care Supplies,"Alpharetta, Georgia"
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products,"Lancaster, Pennsylvania"
AWR,American States Water Company,Utilities,Water Utilities,"San Dimas, California"
AX,"Axos Financial, Inc.",Financials,Regional Banks,"Las Vegas, Nevada"
AXL,"American Axle & Manufacturing, Inc.",Consumer Discretionary,Auto Parts & Equipment,"Detroit, Michigan"
AZZ,"AZZ, Inc.",Industrials,Heavy Electrical Equipment,"Fort Worth, Texas"
B,"Barnes Group, Inc.",Industrials,Industrial Machinery,"Bristol, Connecticut"
BANC,"Banc Of California, Inc.",Financials,Regional Banks,"Santa Ana, California"
BANF,Bancfirst Corp,Financials,Diversified Banks,"Oklahoma City, Oklahoma"
BANR,Banner Corporation,Financials,Regional Banks,"Walla Walla, Washington"
BCC,Boise Cascade,Industrials,Building Products,"Boise, Idaho"
BCPC,Balchem Corporation,Materials,Specialty Chemicals,"Montvale, New Jersey"
BDN,Brandywine Realty Trust,Real Estate,Office REITs,"Philadelphia, Pennsylvania"
BFH,"Bread Financial Holdings, Inc.",Financials,Consumer Finance,"Columbus, Ohio"
BFS,"Saul Centers, Inc.",Real Estate,Retail REITs,"Bethesda, Maryland"
BGS,B&G Foods,Consumer Staples,Packaged Foods & Meats,"Parsippany, New Jersey"
BHE,"Benchmark Electronics, Inc.",Information Technology,Electronic Manufacturing Services,"Tempe, Arizona"
BHLB,"Berkshire Hills Bancorp, Inc.",Financials,Regional Banks,"Boston, Massachusetts"
BJRI,"BJ's Restaurants, Inc.",Consumer Discretionary,Restaurants,"Huntington Beach, California"
BKE,"The Buckle, Inc.",Consumer Discretionary,Apparel Retail,"Kearney, Nebraska"
BKU,"BankUnited, Inc.",Financials,Regional Banks,"Miami Lakes, Florida"
BLFS,"BioLife Solutions, Inc.",Health Care,Health Care Supplies,"Bothell, Washington"
BLMN,"Bloomin' Brands, Inc.",Consumer Discretionary,Restaurants,"Tampa, Florida"
BMI,"Badger Meter, Inc.",Information Technology,Electronic Equipment & Instruments,"Milwaukee, Wisconsin"
BOH,Bank of Hawaii,Financials,Regional Banks,"Honolulu, Hawaii"
BOOT,"Boot Barn Holdings, Inc.",Consumer Discretionary,Apparel Retail,"Irvine, California"
BRC,Brady Corporation,Industrials,Commercial Printing,"Milwaukee, Wisconsin"
BRKL,"Brookline Bancorp, Inc.",Financials,Regional Banks,"Boston, Massachusetts"
BSIG,"BrightSphere Investment Group, Inc.",Financials,Asset Management & Custody Banks,"Boston, Massachusetts"
BXMT,"Blackstone Mortgage Trust, Inc.",Financials,Mortgage REITs,"New York City, New York"
CAKE,"The Cheesecake Factory, Inc.",Consumer Discretionary,Restaurants,"Calabasas, California"
CAL,"Caleres, Inc.",Consumer Discretionary,Apparel Retail,"Clayton, Missouri"
CALM,"Cal-Maine Foods, Inc.",Consumer Staples,Packaged Foods & Meats,"Jackson, Mississippi"
CARG,CarGurus,Communication Services,Interactive Media & Services,"Cambridge, Massachusetts"
CARS,Cars.com,Communication Services,Interactive Media & Services,"Chicago, Illinois"
CASH,"Pathward Financial, Inc.",Financials,Regional Banks,"Sioux Falls, South Dakota"
CATY,Cathay General Bancorp,Financials,Regional Banks,"Los Angeles, California"
CBRL,Cracker Barrel,Consumer Discretionary,Restaurants,"Lebanon, Tennessee"
CBU,"Community Bank System, Inc.",Financials,Regional Banks,"DeWitt, New York"
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Alternative Carriers,"Washington, D.C."
CCRN,"Cross Country Healthcare, Inc.",Health Care,Health Care Services,"Boca Raton, Florida"
CCS,"Century Communities, Inc.",Consumer Discretionary,Homebuilding,"Greenwood Village, Colorado"
CCSI,"Consensus Cloud Solutions, Inc.",Information Technology,Internet Services & Infrastructure,"Los Angeles, California"
CEIX,"CONSOL Energy, Inc.",Energy,Coal & Consumable Fuels,"Cecil Township, Pennsylvania"
CENT,Central Garden & Pet Company,Consumer Staples,Household Products,"Walnut Creek, California"
CENTA,Central Garden & Pet Company (Class A),Consumer Staples,Household Products,"Walnut Creek, California"
CENX,Century Aluminum Company,Materials,Aluminum,"Chicago, Illinois"
CERT,"Certara, Inc.",Health Care,Health Care Technology,"Princeton, New Jersey"
CEVA,"CEVA, Inc.",Information Technology,Semiconductors,"Rockville, Maryland"
CFFN,Capitol Federal Savings Bank,Financials,Regional Banks,"Topeka, Kansas"
CHCO,City Holding Company,Financials,Regional Banks,"Charleston, West Virginia"
CHCT,"Community Healthcare Trust, Inc.",Health Care,Health Care REITs,"Franklin, Tennessee"
CHEF,"Chefs' Warehouse, Inc.",Consumer Staples,Food Distributors,"Ridgefield, Connecticut"
CHUY,"Chuy's Holdings, Inc.",Consumer Discretionary,Restaurants,"Austin, Texas"
CLB,Core Laboratories,Energy,Oil & Gas Equipment & Services,"Amsterdam, the Netherlands"
CLDT,Chatham Lodging Trust,Real Estate,Hotel & Resort REITs,"West Palm Beach, Florida"
CLW,Clearwater Paper Corporation,Materials,Paper Products,"Spokane, Washington"
CMP,"Compass Minerals International, Inc.",Materials,Diversified Metals & Mining,"Overland Park, Kansas"
CNK,"Cinemark Holdings, Inc.",Communication Services,Movies & Entertainment,"Plano, Texas"
CNMD,CONMED Corporation,Health Care,Health Care Equipment,"Largo, Florida"
CNSL,"Consolidated Communications Holdings, Inc.",Communication Services,Integrated Telecommunication Services,"Mattoon, Illinois"
CNXN,"PC Connection, Inc.",Information Technology,Technology Distributors,"Merrimack, New Hampshire"
COHU,"Cohu, Inc.",Information Technology,Semiconductor Equipment,"Poway, California"
COLL,"Collegium Pharmaceutical, Inc.",Health Care,Pharmaceuticals,"Stoughton, Massachusetts"
COOP,"Mr. Cooper Group, Inc.",Financials,Commercial & Residential Mortgage Finance,"Coppell, Texas"
CORT,Corcept Therapeutics Incorporated,Health Care,Pharmaceuticals,"Menlo Park, California"
CPE,Callon Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
CPF,Central Pacific Financial Corp.,Financials,Regional Banks,"Honolulu, Hawaii"
CPK,Chesapeake Utilities Corp.,Utilities,Gas Utilities,"Dover, Delaware"
CPRX,"Catalyst Pharmaceuticals Partners, Inc.",Health Care,Biotechnology,"Coral Gables, Florida"
CRC,California Resources Corporation,Energy,Oil & Gas Exploration & Production,"Los Angeles, California"
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas Exploration & Production,"Frisco, Texas"
CRMT,"Americas Carmart, Inc.",Consumer Discretionary,Automotive Retail,"Rogers, Arkansas"
CRNC,"Cerence, Inc.",Information Technology,Application Software,"Burlington, Massachusetts"
CRS,Carpenter Technology,Materials,Steel,"Philadelphia, Pennsylvania"
CRSR,Corsair Gaming,Information Technology,"Technology Hardware, Storage & Peripherals","Milpitas, California"
CRVL,CorVel Corporation,Health Care,Health Care Services,"Irvine, California"
CSGS,"CSG Systems International, Inc.",Industrials,Data Processing & Outsourced Services,"Greenwood Village, Colorado"
CSR,Centerspace Trust,Real Estate,Multi-Family Residential REITs,"Minot, North Dakota"
CTKB,"Cytek Biosciences, Inc.",Health Care,Health Care Equipment,"Fremont, California"
CTRE,"CareTrust REIT, Inc.",Real Estate,Health Care REITs,"San Clemente, California"
CTS,CTS Corporation,Information Technology,Electronic Manufacturing Services,"Lisle, Illinois"
CUBI,"Customers Bancorp, Inc.",Financials,Regional Banks,"Reading, Pennsylvania"
CVBF,CVB Financial Corp.,Financials,Regional Banks,"Ontario, California"
CVCO,"Cavco Industries, Inc.",Consumer Discretionary,Homebuilding,"Phoenix, Arizona"
CVGW,"Calavo Growers, Inc.",Consumer Staples,Packaged Foods & Meats,"Santa Paula, California"
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,"Sugar Land, Texas"
CWEN,"Clearway Energy, Inc.",Utilities,Renewable Electricity,"Princeton, New Jersey"
CWEN.A,"Clearway Energy, Inc. (Class A)",Utilities,Renewable Electricity,"Princeton, New Jersey"
CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,"Chicago, Illinois"
CWT,California Water Service Group,Utilities,Water Utilities,"San Jose, California"
CXW,CoreCivic,Industrials,Diversified Support Services,"Brentwood, Tennessee"
CYTK,"Cytokinetics, Incorporated",Health Care,Biotechnology,"South San Francisco, California"
DAN,Dana Incorporated,Consumer Discretionary,Auto Parts & Equipment,"Maumee, Ohio"
DBI,"Designer Brands, Inc.",Consumer Discretionary,Apparel Retail,"Columbus, Ohio"
DCOM,"Dime Community Bancshares, Inc.",Financials,Regional Banks,"Hauppauge, New York"
DDD,3D Systems Corporation,Industrials,Industrial Machinery,"Rock Hill, South Carolina"
DEA,"Easterly Government Properties, Inc.",Real Estate,Office REITs,"Washington, D.C."
DEI,Douglas Emmett,Real Estate,Office REITs,"Santa Monica, California"
DFIN,"Donnelley Financial Solutions, Inc.",Financials,Financial Exchanges & Data,"Chicago, Illinois"
DGII,Digi International Inc.,Information Technology,Communications Equipment,"Hopkins, Minnesota"
DIN,"Dine Brands Global, Inc.",Consumer Discretionary,Restaurants,"Glendale, California"
DIOD,Diodes Incorporated,Information Technology,Semiconductors,"Plano, Texas"
DLX,Deluxe Corporation,Industrials,Commercial Printing,"Minneapolis, Minnesota"
DNOW,NOW Inc,Industrials,Trading Companies & Distributors,"Houston, Texas"
DORM,"Dorman Products, Inc.",Consumer Discretionary,Auto Parts & Equipment,"Colmar, Pennsylvania"
DRH,DiamondRock Hospitality Company,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland"
